Student ID,Gender,Type of Examinee,Pre-assessment 2025,Anatomy,Physiology,Parasitology,Pharmacology,Pathology,Zootechnics,Microbiology & Public Health,Medicine,Surgery,Post-assessment 2025,Pre-assessment 2025_last,Anatomy_last,Physiology_last,Parasitology_last,Pharmacology_last,Pathology_last,Zootechnics_last,Microbiology & Public Health_last,Medicine_last,Surgery_last,Post-assessment 2025_last,Pre-assessment 2025_best,Anatomy_best,Physiology_best,Parasitology_best,Pharmacology_best,Pathology_best,Zootechnics_best,Microbiology & Public Health_best,Medicine_best,Surgery_best,Post-assessment 2025_best,avg_best_score,max_best_score,avg_first_score,avg_last_score,total_attempts,avg_attempts,avg_improvement,score_std,num_exams,Licensure Exam Result,exam_coverage_ratio,best_minus_first,last_minus_first,best_minus_last,attempt_intensity,stability_index,score_range_proxy
Student 272,Female,Repeater,39.0,50.0,50.0,40.0,41.0,36.0,41.0,51.0,54.0,56.0,,45.0,40.0,52.0,51.0,61.0,36.0,40.0,47.0,54.0,51.0,,45.0,50.0,52.0,51.0,61.0,36.0,41.0,51.0,54.0,56.0,,49.7,61,45.8,47.7,21,2.1,1.9,7.30372812,10,0,0.9090909090909091,3.9000000000000057,1.9000000000000057,2.0,2.1,0.12042783500960773,15.200000000000003
Student 273,Male,First Taker,27.0,30.0,,49.0,,31.0,70.0,,53.0,,,27.0,63.0,,49.0,,31.0,68.0,,53.0,,,27.0,74.0,,49.0,,31.0,70.0,,53.0,,,50.66666667,74,43.33333333,48.5,11,1.833333333,5.166666667,19.35630819,6,0,0.5454545454545454,7.333333339999996,5.166666669999998,2.166666669999998,1.8333333333333333,0.04912482119381786,30.666666669999998
Student 274,Female,Repeater,59.0,68.0,85.0,56.0,57.0,72.0,69.0,76.0,81.0,72.0,,59.0,61.0,55.0,74.0,63.0,72.0,69.0,76.0,81.0,72.0,,59.0,68.0,85.0,74.0,63.0,72.0,69.0,76.0,81.0,72.0,,71.9,85,69.5,68.2,15,1.5,-1.3,7.781031066,10,1,0.9090909090909091,2.4000000000000057,-1.2999999999999972,3.700000000000003,1.5,0.11388184285920393,15.5
Student 275,Female,Repeater,46.0,,,,,,,,,,72.0,97.0,,,,,,,,,,72.0,97.0,,,,,,,,,,72.0,84.5,97,59.0,84.5,3,1.5,25.5,17.67766953,2,1,0.18181818181818182,25.5,25.5,0.0,1.5,0.05353987007821313,38.0
Student 276,Male,First Taker,48.0,,,62.0,67.0,41.0,81.0,70.0,82.0,74.0,65.0,83.0,,,62.0,67.0,41.0,86.0,70.0,82.0,74.0,65.0,83.0,,,62.0,67.0,41.0,86.0,70.0,82.0,74.0,65.0,70.0,86,65.55555556,70.0,11,1.222222222,4.444444444,13.80217374,9,1,0.8181818181818182,4.444444439999998,4.444444439999998,0.0,1.2222222222222223,0.0675576450840929,20.444444439999998
Student 277,Male,Repeater,43.0,43.0,57.0,43.0,,,,,,,,86.0,40.0,57.0,43.0,,,,,,,,86.0,43.0,57.0,43.0,,,,,,,,57.25,86,46.5,56.5,6,1.5,10.0,20.27107956,4,1,0.36363636363636365,10.75,10.0,0.75,1.5,0.04701218841193597,39.5
Student 278,Male,First Taker,35.0,48.0,68.0,50.0,50.0,49.0,66.0,62.0,63.0,70.0,46.0,35.0,66.0,68.0,50.0,73.0,94.0,66.0,65.0,63.0,70.0,46.0,35.0,66.0,68.0,50.0,73.0,94.0,66.0,65.0,63.0,70.0,46.0,63.27272727,94,55.18181818,63.27272727,15,1.363636364,8.090909091,15.48606412,11,1,1.0,8.090909089999997,8.090909089999997,0.0,1.3636363636363635,0.06065729168109046,38.81818182
Student 279,Male,Repeater,38.0,,,43.0,,,,,,66.0,,38.0,,,43.0,,,,,,66.0,,38.0,,,43.0,,,,,,66.0,,49.0,66,49.0,49.0,3,1.0,0.0,14.93318452,3,1,0.2727272727272727,0.0,0.0,0.0,1.0,0.06276209245833801,17.0
Student 280,Male,First Taker,44.0,59.0,65.0,46.0,49.0,48.0,55.0,61.0,67.0,73.0,53.0,44.0,59.0,65.0,46.0,49.0,48.0,55.0,61.0,67.0,73.0,53.0,44.0,59.0,65.0,46.0,49.0,48.0,55.0,61.0,67.0,73.0,53.0,56.36363636,73,56.36363636,56.36363636,11,1.0,0.0,9.436871593,11,1,1.0,0.0,0.0,0.0,1.0,0.09581415188347235,16.63636364
Student 281,Male,Repeater,51.0,59.0,77.0,27.0,24.0,23.0,79.0,26.0,24.0,27.0,,51.0,99.0,100.0,27.0,24.0,23.0,99.0,26.0,24.0,27.0,,51.0,99.0,100.0,27.0,24.0,23.0,99.0,26.0,24.0,27.0,,50.0,100,41.7,50.0,13,1.3,8.3,34.98888712,10,1,0.9090909090909091,8.299999999999997,8.299999999999997,0.0,1.3,0.027786355178631598,58.3
Student 282,Male,First Taker,64.0,74.0,87.0,90.0,76.0,76.0,,81.0,91.0,,,62.0,80.0,94.0,94.0,95.0,80.0,,81.0,91.0,,,64.0,83.0,94.0,94.0,95.0,80.0,,81.0,91.0,,,85.25,95,79.875,84.625,16,2.0,4.75,10.57963002,8,1,0.7272727272727273,5.375,4.75,0.625,2.0,0.08635854498570586,15.125
Student 283,Male,First Taker,49.0,59.0,62.0,56.0,49.0,41.0,66.0,66.0,75.0,64.0,63.0,49.0,59.0,62.0,56.0,49.0,41.0,66.0,66.0,75.0,64.0,63.0,49.0,59.0,62.0,56.0,49.0,41.0,66.0,66.0,75.0,64.0,63.0,59.09090909,75,59.09090909,59.09090909,11,1.0,0.0,9.679406443,11,1,1.0,0.0,0.0,0.0,1.0,0.09363816288268223,15.909090910000003
Student 284,Male,Repeater,59.0,79.0,86.0,,73.0,,75.0,89.0,77.0,75.0,,93.0,79.0,86.0,,73.0,,75.0,89.0,77.0,75.0,,93.0,79.0,86.0,,73.0,,75.0,89.0,77.0,75.0,,80.875,93,76.625,80.875,9,1.125,4.25,7.453426825,8,1,0.7272727272727273,4.25,4.25,0.0,1.125,0.11829522165408936,16.375
Student 285,Male,Repeater,36.0,56.0,,,,,,,,,,36.0,56.0,,,,,,,,,,36.0,56.0,,,,,,,,,,46.0,56,46.0,46.0,2,1.0,0.0,14.14213562,2,0,0.18181818181818182,0.0,0.0,0.0,1.0,0.06604088254758347,10.0
Student 286,Male,First Taker,87.0,74.0,85.0,82.0,82.0,64.0,89.0,77.0,73.0,70.0,88.0,92.0,98.0,96.0,95.0,96.0,95.0,96.0,92.0,73.0,70.0,88.0,92.0,99.0,99.0,100.0,96.0,95.0,96.0,92.0,73.0,70.0,88.0,90.90909091,100,79.18181818,90.09090909,27,2.454545455,10.90909091,10.25138572,11,1,1.0,11.72727273000001,10.909090910000003,0.8181818200000066,2.4545454545454546,0.08887794133858919,20.818181820000007
Student 287,Male,First Taker,64.0,65.0,68.0,79.0,61.0,53.0,84.0,72.0,67.0,70.0,87.0,89.0,84.0,80.0,79.0,80.0,97.0,96.0,86.0,97.0,70.0,87.0,89.0,84.0,90.0,79.0,91.0,97.0,96.0,91.0,99.0,70.0,87.0,88.45454545,99,70.0,85.90909091,27,2.454545455,15.90909091,8.418594139,11,1,1.0,18.454545449999998,15.909090910000003,2.5454545399999944,2.4545454545454546,0.10617295800646666,29.0
Student 288,,First Taker,65.0,,,,,,,,,,,65.0,,,,,,,,,,,65.0,,,,,,,,,,,65.0,65,65.0,65.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 289,,Repeater,42.0,49.0,,,,,,,,,,46.0,49.0,,,,,,,,,,46.0,49.0,,,,,,,,,,47.5,49,45.5,47.5,3,1.5,2.0,2.121320344,2,1,0.18181818181818182,2.0,2.0,0.0,1.5,0.3203772409718418,3.5
Student 290,Male,Repeater,37.0,36.0,55.0,37.0,39.0,,57.0,54.0,,58.0,36.0,58.0,51.0,55.0,37.0,39.0,,57.0,54.0,,58.0,76.0,58.0,51.0,55.0,37.0,39.0,,57.0,54.0,,58.0,76.0,53.88888889,76,45.44444444,53.88888889,14,1.555555556,8.444444444,11.45037602,9,0,0.8181818181818182,8.444444449999999,8.444444449999999,0.0,1.5555555555555556,0.08031885931747144,30.555555560000002
Student 291,Male,Repeater,,49.0,53.0,,,,,,,59.0,,,49.0,53.0,,,,,,,59.0,,,49.0,53.0,,,,,,,59.0,,53.66666667,59,53.66666667,53.66666667,3,1.0,0.0,5.033222957,3,1,0.2727272727272727,0.0,0.0,0.0,1.0,0.16574888863335602,5.333333330000002
Student 292,Male,Repeater,34.0,50.0,50.0,,,38.0,,,,,,34.0,50.0,50.0,,,38.0,,,,,,34.0,50.0,50.0,,,38.0,,,,,,43.0,50,43.0,43.0,4,1.0,0.0,8.246211251,4,0,0.36363636363636365,0.0,0.0,0.0,1.0,0.10815240673760808,7.0
Student 293,Male,First Taker,76.0,73.0,85.0,64.0,73.0,75.0,81.0,80.0,83.0,76.0,87.0,87.0,73.0,85.0,64.0,73.0,75.0,81.0,80.0,83.0,76.0,87.0,87.0,73.0,85.0,64.0,73.0,75.0,81.0,80.0,83.0,76.0,87.0,78.54545455,87,77.54545455,78.54545455,12,1.090909091,1.0,7.10441604,11,1,1.0,1.0,1.0,0.0,1.0909090909090908,0.12338951937615483,9.454545449999998
Student 294,Male,First Taker,67.0,76.0,86.0,84.0,83.0,81.0,87.0,96.0,,,,91.0,76.0,90.0,84.0,83.0,81.0,87.0,96.0,,,,91.0,76.0,90.0,84.0,83.0,81.0,87.0,96.0,,,,86.0,96,82.5,86.0,10,1.25,3.5,6.32455532,8,1,0.7272727272727273,3.5,3.5,0.0,1.25,0.13652705950209137,13.5
Student 295,Male,Repeater,31.0,47.0,,,,,,,,,,31.0,44.0,,,,,,,,,,31.0,47.0,,,,,,,,,,39.0,47,39.0,37.5,3,1.5,-1.5,11.3137085,2,0,0.18181818181818182,0.0,-1.5,1.5,1.5,0.08121030313491666,8.0
Student 296,Male,First Taker,,,49.0,,,,,,,,,,,49.0,,,,,,,,,,,49.0,,,,,,,,,49.0,49,49.0,49.0,1,1.0,0.0,0.0,1,1,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 297,Female,Repeater,54.0,51.0,,79.0,,,60.0,,,,,54.0,55.0,,78.0,,,86.0,,,,,54.0,55.0,,79.0,,,86.0,,,,,68.5,86,61.0,68.25,7,1.75,7.25,16.42153058,4,1,0.36363636363636365,7.5,7.25,0.25,1.75,0.05740023790722526,25.0
Student 298,Female,Repeater,27.0,87.0,93.0,38.0,51.0,37.0,44.0,,,49.0,,27.0,87.0,88.0,74.0,51.0,37.0,55.0,,,36.0,,27.0,90.0,93.0,74.0,51.0,37.0,55.0,,,49.0,,59.5,93,53.25,56.875,21,2.625,3.625,23.98809228,8,0,0.7272727272727273,6.25,3.625,2.625,2.625,0.040019061431127385,39.75
Student 299,Male,First Taker,,52.0,,,,,,,,,,,52.0,,,,,,,,,,,52.0,,,,,,,,,,52.0,52,52.0,52.0,1,1.0,0.0,0.0,1,1,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 300,Female,Repeater,55.0,41.0,34.0,30.0,32.0,30.0,32.0,37.0,73.0,70.0,77.0,96.0,67.0,90.0,68.0,32.0,30.0,100.0,87.0,73.0,82.0,94.0,96.0,91.0,90.0,68.0,32.0,30.0,100.0,87.0,73.0,84.0,94.0,76.81818182,100,46.45454545,74.45454545,23,2.090909091,28.0,24.54309753,11,1,1.0,30.36363637000001,28.0,2.363636370000009,2.090909090909091,0.03914951970196701,53.54545455
Student 301,Female,Repeater,30.0,,,,,,,,,,,30.0,,,,,,,,,,,30.0,,,,,,,,,,,30.0,30,30.0,30.0,1,1.0,0.0,0.0,1,1,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 302,Female,Repeater,46.0,,,,,,63.0,,,,,46.0,,,,,,63.0,,,,,46.0,,,,,,63.0,,,,,54.5,63,54.5,54.5,2,1.0,0.0,12.02081528,2,1,0.18181818181818182,0.0,0.0,0.0,1.0,0.07680010648304043,8.5
Student 303,Female,First Taker,58.0,71.0,88.0,,66.0,64.0,86.0,92.0,,82.0,,58.0,89.0,98.0,,66.0,51.0,88.0,92.0,,82.0,,58.0,89.0,98.0,,66.0,64.0,88.0,92.0,,82.0,,79.625,98,75.875,78.0,13,1.625,2.125,14.88947375,8,1,0.7272727272727273,3.75,2.125,1.625,1.625,0.06293474634425825,22.125
Student 304,Female,First Taker,44.0,47.0,67.0,62.0,45.0,50.0,67.0,66.0,79.0,74.0,,44.0,67.0,70.0,62.0,49.0,50.0,68.0,66.0,79.0,74.0,,44.0,69.0,70.0,62.0,49.0,50.0,68.0,66.0,79.0,74.0,,63.1,79,60.1,62.9,15,1.5,2.8,11.65666238,10,1,0.9090909090909091,3.0,2.799999999999997,0.20000000000000284,1.5,0.07900977129485538,18.9
Student 305,Female,First Taker,46.0,43.0,54.0,49.0,42.0,41.0,,61.0,66.0,,45.0,46.0,56.0,95.0,49.0,38.0,41.0,,61.0,66.0,,45.0,46.0,96.0,95.0,49.0,42.0,41.0,,61.0,66.0,,45.0,60.11111111,96,49.66666667,55.22222222,14,1.555555556,5.555555556,21.75111747,9,1,0.8181818181818182,10.444444440000005,5.555555550000001,4.888888890000004,1.5555555555555556,0.04395388496053508,46.33333333
Student 306,Female,Repeater,43.0,65.0,,,,,,,,,,43.0,65.0,,,,,,,,,,43.0,65.0,,,,,,,,,,54.0,65,54.0,54.0,2,1.0,0.0,15.55634919,2,1,0.18181818181818182,0.0,0.0,0.0,1.0,0.06039978913974573,11.0
Student 307,Female,Repeater,31.0,42.0,,,,,,,,,,37.0,42.0,,,,,,,,,,37.0,42.0,,,,,,,,,,39.5,42,36.5,39.5,3,1.5,3.0,3.535533906,2,1,0.18181818181818182,3.0,3.0,0.0,1.5,0.22048120920827266,5.5
Student 308,Female,First Taker,50.0,65.0,80.0,76.0,79.0,,48.0,,,52.0,,56.0,49.0,80.0,76.0,79.0,,48.0,,,58.0,,56.0,91.0,80.0,76.0,79.0,,48.0,,,58.0,,69.71428571,91,64.28571429,63.71428571,12,1.714285714,-0.5714285714,15.71320343,7,1,0.6363636363636364,5.428571419999997,-0.5714285800000027,6.0,1.7142857142857142,0.059832934134279245,26.71428571
Student 309,Female,First Taker,52.0,41.0,57.0,49.0,51.0,47.0,67.0,57.0,65.0,,50.0,52.0,41.0,57.0,49.0,51.0,37.0,67.0,57.0,65.0,,50.0,52.0,41.0,57.0,49.0,51.0,47.0,67.0,57.0,65.0,,50.0,53.6,67,53.6,52.6,11,1.1,-1.0,8.016649342,10,1,0.9090909090909091,0.0,-1.0,1.0,1.1,0.11090594322460234,13.399999999999999
Student 310,Female,First Taker,35.0,57.0,50.0,,26.0,39.0,46.0,26.0,25.0,,,35.0,57.0,50.0,,26.0,39.0,51.0,26.0,25.0,,,35.0,57.0,50.0,,26.0,39.0,51.0,26.0,25.0,,,38.625,57,38.0,38.625,9,1.125,0.625,12.74964986,8,1,0.7272727272727273,0.625,0.625,0.0,1.125,0.07272912475459939,19.0
Student 311,Male,First Taker,56.0,64.0,79.0,71.0,75.0,60.0,77.0,80.0,83.0,75.0,67.0,56.0,98.0,79.0,71.0,75.0,99.0,77.0,80.0,83.0,75.0,99.0,56.0,98.0,79.0,71.0,75.0,99.0,77.0,80.0,83.0,75.0,99.0,81.09090909,99,71.54545455,81.09090909,15,1.363636364,9.545454545,13.26238701,11,1,1.0,9.545454539999994,9.545454539999994,0.0,1.3636363636363635,0.07011449060377166,27.454545449999998
Student 312,Female,Repeater,51.0,69.0,81.0,84.0,85.0,22.0,33.0,,,,,51.0,98.0,81.0,84.0,85.0,97.0,100.0,,,,,51.0,98.0,81.0,84.0,85.0,97.0,100.0,,,,,85.14285714,100,60.71428571,85.14285714,10,1.428571429,24.42857143,16.88617355,7,0,0.6363636363636364,24.428571430000005,24.428571430000005,0.0,1.4285714285714286,0.055909107512825185,39.28571429
Student 313,Female,First Taker,59.0,84.0,94.0,87.0,93.0,80.0,94.0,92.0,98.0,95.0,96.0,96.0,95.0,96.0,87.0,93.0,80.0,94.0,92.0,98.0,95.0,96.0,96.0,99.0,96.0,87.0,93.0,80.0,94.0,92.0,98.0,95.0,96.0,93.27272727,99,88.36363636,92.90909091,16,1.454545455,4.545454545,5.460602697,11,1,1.0,4.909090910000003,4.545454550000002,0.363636360000001,1.4545454545454546,0.1547843207359513,10.636363639999999
Student 314,Female,First Taker,62.0,62.0,82.0,71.0,55.0,63.0,75.0,81.0,85.0,73.0,86.0,98.0,97.0,82.0,71.0,89.0,90.0,97.0,81.0,84.0,92.0,86.0,98.0,97.0,82.0,71.0,89.0,90.0,97.0,81.0,85.0,92.0,86.0,88.0,98,72.27272727,87.90909091,21,1.909090909,15.63636364,8.185352772,11,1,1.0,15.727272729999996,15.636363639999999,0.0909090899999967,1.9090909090909092,0.10886898139049504,25.727272729999996
Student 315,Female,Repeater,,54.0,51.0,39.0,33.0,48.0,65.0,,,55.0,,,72.0,6.0,47.0,33.0,68.0,65.0,,,55.0,,,72.0,51.0,47.0,33.0,74.0,65.0,,,55.0,,56.71428571,74,49.28571429,49.42857143,14,2.0,0.1428571429,14.68235092,7,1,0.6363636363636364,7.428571419999997,0.14285713999999672,7.2857142800000005,2.0,0.06376594970366854,24.71428571
Student 316,Female,First Taker,50.0,63.0,76.0,56.0,51.0,60.0,68.0,85.0,80.0,77.0,,50.0,72.0,76.0,56.0,51.0,60.0,68.0,85.0,80.0,77.0,,50.0,72.0,76.0,56.0,51.0,60.0,68.0,85.0,80.0,77.0,,67.5,85,66.6,67.5,11,1.1,0.9,12.52774698,10,1,0.9090909090909091,0.9000000000000057,0.9000000000000057,0.0,1.1,0.07392213954610792,18.400000000000006
Student 317,Female,First Taker,55.0,60.0,58.0,52.0,61.0,52.0,72.0,78.0,81.0,73.0,68.0,65.0,64.0,75.0,52.0,61.0,52.0,68.0,78.0,81.0,73.0,68.0,65.0,64.0,75.0,52.0,61.0,52.0,72.0,78.0,81.0,73.0,68.0,67.36363636,81,64.54545455,67.0,18,1.636363636,2.454545455,9.698172274,11,1,1.0,2.8181818099999987,2.4545454499999977,0.363636360000001,1.6363636363636365,0.09347391071934051,16.454545449999998
Student 318,Female,First Taker,60.0,74.0,74.0,79.0,66.0,60.0,74.0,74.0,77.0,81.0,,94.0,75.0,78.0,79.0,66.0,60.0,74.0,74.0,77.0,81.0,,98.0,75.0,78.0,79.0,66.0,60.0,74.0,74.0,77.0,81.0,,76.2,98,71.9,75.8,14,1.4,3.9,9.930872178,10,1,0.9090909090909091,4.299999999999997,3.8999999999999915,0.4000000000000057,1.4,0.09148400820317415,26.099999999999994
Student 319,Male,First Taker,47.0,66.0,72.0,62.0,55.0,43.0,73.0,76.0,77.0,76.0,,47.0,66.0,72.0,62.0,64.0,43.0,73.0,76.0,77.0,76.0,,47.0,66.0,72.0,62.0,64.0,43.0,73.0,76.0,77.0,76.0,,65.6,77,64.7,65.6,11,1.1,0.9,12.08488496,10,1,0.9090909090909091,0.8999999999999915,0.8999999999999915,0.0,1.1,0.07642405745690255,12.299999999999997
Student 320,Female,Repeater,40.0,46.0,,,,,,,,,,48.0,46.0,,,,,,,,,,48.0,46.0,,,,,,,,,,47.0,48,43.0,47.0,3,1.5,4.0,1.414213562,2,0,0.18181818181818182,4.0,4.0,0.0,1.5,0.41421356243710805,5.0
Student 321,Male,First Taker,,61.0,66.0,,,,,,,,,,61.0,66.0,,,,,,,,,,61.0,66.0,,,,,,,,,63.5,66,63.5,63.5,4,2.0,0.0,3.535533906,2,1,0.18181818181818182,0.0,0.0,0.0,2.0,0.22048120920827266,2.5
Student 322,Male,First Taker,,62.0,73.0,,,,,,,,,,97.0,62.0,,,,,,,,,,97.0,75.0,,,,,,,,,86.0,97,67.5,79.5,8,4.0,12.0,15.55634919,2,1,0.18181818181818182,18.5,12.0,6.5,4.0,0.06039978913974573,29.5
Student 323,Male,Repeater,65.0,70.0,78.0,69.0,54.0,49.0,69.0,78.0,23.0,78.0,,65.0,31.0,54.0,50.0,78.0,27.0,69.0,93.0,23.0,34.0,,65.0,86.0,78.0,69.0,78.0,49.0,69.0,93.0,23.0,78.0,,68.8,93,63.3,52.4,22,2.2,-10.9,20.10969915,10,1,0.9090909090909091,5.5,-10.899999999999999,16.4,2.2,0.04737158937672496,29.700000000000003
Student 324,Male,First Taker,52.0,67.0,71.0,65.0,46.0,66.0,57.0,58.0,63.0,,,52.0,97.0,78.0,55.0,49.0,66.0,57.0,58.0,63.0,,,52.0,97.0,78.0,65.0,49.0,66.0,57.0,58.0,63.0,,,65.0,97,60.55555556,63.88888889,13,1.444444444,3.333333333,14.73091986,9,1,0.8181818181818182,4.444444439999998,3.333333329999995,1.111111110000003,1.4444444444444444,0.06356907344895724,36.44444444
Student 325,Male,First Taker,59.0,69.0,72.0,66.0,64.0,53.0,78.0,78.0,78.0,81.0,88.0,100.0,97.0,99.0,86.0,78.0,53.0,91.0,88.0,78.0,87.0,88.0,100.0,97.0,99.0,99.0,78.0,53.0,91.0,88.0,78.0,87.0,88.0,87.09090909,100,71.45454545,85.90909091,20,1.818181818,14.45454545,13.75830328,11,1,1.0,15.636363639999999,14.454545460000006,1.1818181799999934,1.8181818181818181,0.0677584666087713,28.545454550000002
Student 326,Female,First Taker,56.0,53.0,,,,,,,,,,100.0,53.0,,,,,,,,,,100.0,53.0,,,,,,,,,,76.5,100,54.5,76.5,6,3.0,22.0,33.23401872,2,1,0.18181818181818182,22.0,22.0,0.0,3.0,0.02921071020551221,45.5
Student 327,Female,First Taker,29.0,37.0,48.0,41.0,37.0,36.0,49.0,51.0,67.0,38.0,,36.0,34.0,48.0,41.0,37.0,36.0,49.0,51.0,67.0,38.0,,36.0,37.0,48.0,41.0,37.0,36.0,49.0,51.0,67.0,38.0,,44.0,67,43.3,43.7,12,1.2,0.4,9.94428926,10,0,0.9090909090909091,0.7000000000000028,0.4000000000000057,0.29999999999999716,1.2,0.0913718539635894,23.700000000000003
Student 328,Female,First Taker,37.0,37.0,41.0,40.0,46.0,38.0,49.0,53.0,71.0,45.0,49.0,66.0,44.0,41.0,68.0,46.0,48.0,88.0,53.0,71.0,45.0,49.0,67.0,76.0,41.0,68.0,46.0,48.0,88.0,53.0,71.0,45.0,49.0,59.27272727,88,46.0,56.27272727,19,1.727272727,10.27272727,15.37589613,11,0,1.0,13.272727269999997,10.272727269999997,3.0,1.7272727272727273,0.06106536045792567,42.0
Student 329,Female,First Taker,26.0,30.0,43.0,,,39.0,49.0,,,,,23.0,59.0,54.0,,,35.0,49.0,,,,,26.0,72.0,54.0,,,39.0,49.0,,,,,48.0,72,37.4,44.0,13,2.6,6.6,17.1610023,5,0,0.45454545454545453,10.600000000000001,6.600000000000001,4.0,2.6,0.05506304021557224,34.6
Student 330,Female,First Taker,20.0,43.0,49.0,,,,,,,,,58.0,92.0,72.0,,,,,,,,,58.0,92.0,72.0,,,,,,,,,74.0,92,37.33333333,74.0,10,3.333333333,36.66666667,17.08800749,3,0,0.2727272727272727,36.66666667,36.66666667,0.0,3.3333333333333335,0.0552852491106526,54.66666667
Student 331,Female,Repeater,,46.0,96.0,83.0,86.0,,71.0,72.0,71.0,90.0,91.0,,89.0,96.0,83.0,86.0,,71.0,98.0,94.0,90.0,91.0,,89.0,96.0,83.0,86.0,,71.0,98.0,94.0,90.0,91.0,88.66666667,98,78.44444444,88.66666667,15,1.666666667,10.22222222,8.124038405,9,0,0.8181818181818182,10.22222223,10.22222223,0.0,1.6666666666666667,0.10960059083618029,19.555555560000002
Student 332,Female,Repeater,44.0,41.0,,,,,,,,,,44.0,41.0,,,,,,,,,,44.0,41.0,,,,,,,,,,42.5,44,42.5,42.5,2,1.0,0.0,2.121320344,2,0,0.18181818181818182,0.0,0.0,0.0,1.0,0.3203772409718418,1.5
Student 333,Female,First Taker,57.0,67.0,52.0,36.0,38.0,29.0,44.0,33.0,31.0,41.0,92.0,99.0,90.0,52.0,36.0,89.0,29.0,31.0,33.0,31.0,41.0,92.0,99.0,90.0,52.0,36.0,89.0,29.0,44.0,33.0,31.0,41.0,92.0,57.81818182,99,47.27272727,56.63636364,18,1.636363636,9.363636364,28.32249347,11,0,1.0,10.545454550000002,9.363636370000002,1.1818181800000005,1.6363636363636365,0.0341035117297615,51.72727273
Student 334,Female,Repeater,45.0,,45.0,48.0,,40.0,38.0,,,,,77.0,,69.0,48.0,,40.0,72.0,,,,,77.0,,69.0,48.0,,40.0,75.0,,,,,61.8,77,43.2,61.2,9,1.8,18.0,16.75410397,5,0,0.45454545454545453,18.599999999999994,18.0,0.5999999999999943,1.8,0.05632500528834067,33.8
Student 335,Female,Repeater,48.0,49.0,,,,,,,,,,48.0,49.0,,,,,,,,,,48.0,49.0,,,,,,,,,,48.5,49,48.5,48.5,2,1.0,0.0,0.7071067812,2,1,0.18181818181818182,0.0,0.0,0.0,1.0,0.5857864376222888,0.5
Student 336,Female,Repeater,47.0,31.0,53.0,,,,39.0,53.0,,,,47.0,31.0,53.0,,,,39.0,53.0,,,,47.0,31.0,53.0,,,,39.0,53.0,,,,44.6,53,44.6,44.6,5,1.0,0.0,9.5289034,5,0,0.45454545454545453,0.0,0.0,0.0,1.0,0.09497665255433912,8.399999999999999
Student 337,Female,First Taker,59.0,68.0,74.0,73.0,62.0,61.0,80.0,72.0,73.0,77.0,85.0,95.0,91.0,94.0,73.0,62.0,72.0,80.0,72.0,73.0,77.0,85.0,95.0,91.0,94.0,73.0,62.0,72.0,80.0,72.0,73.0,77.0,85.0,79.45454545,95,71.27272727,79.45454545,15,1.363636364,8.181818182,10.59588256,11,1,1.0,8.181818179999993,8.181818179999993,0.0,1.3636363636363635,0.08623750670341387,23.727272729999996
Student 338,Male,Repeater,44.0,53.0,82.0,,68.0,57.0,,73.0,,69.0,68.0,44.0,53.0,82.0,,68.0,57.0,,73.0,,69.0,68.0,44.0,53.0,82.0,,68.0,57.0,,73.0,,69.0,68.0,64.25,82,64.25,64.25,8,1.0,0.0,12.13907504,8,1,0.7272727272727273,0.0,0.0,0.0,1.0,0.07610885826861066,17.75
Student 339,Female,Repeater,,64.0,66.0,56.0,53.0,43.0,,68.0,72.0,68.0,,,58.0,76.0,56.0,77.0,55.0,,73.0,72.0,68.0,,,78.0,95.0,56.0,77.0,55.0,,73.0,72.0,68.0,,71.75,95,61.25,66.875,21,2.625,5.625,12.82575534,8,0,0.7272727272727273,10.5,5.625,4.875,2.625,0.07232877881954476,33.75
Student 340,Female,Repeater,53.0,50.0,46.0,49.0,44.0,40.0,64.0,47.0,64.0,60.0,30.0,55.0,50.0,46.0,53.0,50.0,22.0,64.0,26.0,25.0,18.0,30.0,55.0,50.0,46.0,53.0,55.0,40.0,64.0,47.0,64.0,60.0,30.0,51.27272727,64,49.72727273,39.90909091,20,1.818181818,-9.818181818,10.28679648,11,0,1.0,1.5454545399999944,-9.81818182,11.363636359999994,1.8181818181818181,0.08859909911301954,14.272727269999997
Student 341,Male,First Taker,22.0,61.0,69.0,64.0,67.0,54.0,69.0,69.0,68.0,75.0,68.0,54.0,73.0,81.0,76.0,67.0,58.0,78.0,69.0,81.0,75.0,68.0,54.0,73.0,81.0,76.0,67.0,58.0,78.0,69.0,81.0,75.0,68.0,70.90909091,81,62.36363636,70.90909091,18,1.636363636,8.545454545,8.836906081,11,1,1.0,8.545454550000002,8.545454550000002,0.0,1.6363636363636365,0.10165797983285635,18.63636364
Student 342,Male,First Taker,83.0,,,,,,,,,,,83.0,,,,,,,,,,,83.0,,,,,,,,,,,83.0,83,83.0,83.0,2,2.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,2.0,1.0,0.0
