Student ID,Gender,Type of Examinee,Pre-assessment 2025,Anatomy,Physiology,Parasitology,Pharmacology,Pathology,Zootechnics,Microbiology & Public Health,Medicine,Surgery,Post-assessment 2025,Pre-assessment 2025_last,Anatomy_last,Physiology_last,Parasitology_last,Pharmacology_last,Pathology_last,Zootechnics_last,Microbiology & Public Health_last,Medicine_last,Surgery_last,Post-assessment 2025_last,Pre-assessment 2025_best,Anatomy_best,Physiology_best,Parasitology_best,Pharmacology_best,Pathology_best,Zootechnics_best,Microbiology & Public Health_best,Medicine_best,Surgery_best,Post-assessment 2025_best,avg_best_score,max_best_score,avg_first_score,avg_last_score,total_attempts,avg_attempts,avg_improvement,score_std,num_exams,Licensure Exam Result,exam_coverage_ratio,best_minus_first,last_minus_first,best_minus_last,attempt_intensity,stability_index,score_range_proxy
Student 136,Male,Repeater,41.0,54.0,39.0,24.0,26.0,32.0,25.0,27.0,15.0,21.0,65.0,24.0,56.0,76.0,24.0,26.0,53.0,25.0,27.0,15.0,21.0,33.0,65.0,92.0,76.0,24.0,26.0,53.0,25.0,27.0,15.0,21.0,65.0,44.45454545,92,33.54545455,34.54545455,25,2.272727273,1.0,26.51928972,11,1,1.0,10.909090899999995,1.0,9.909090899999995,2.272727272727273,0.03633814717511539,58.45454545
Student 137,Male,Repeater,48.0,60.0,61.0,,,,61.0,,,,50.0,48.0,69.0,61.0,,,,99.0,,,,98.0,48.0,69.0,61.0,,,,99.0,,,,98.0,75.0,99,56.0,75.0,8,1.6,19.0,22.72663635,5,0,0.45454545454545453,19.0,19.0,0.0,1.6,0.04214672426586923,43.0
Student 138,Female,Repeater,38.0,50.0,53.0,45.0,43.0,47.0,55.0,47.0,71.0,59.0,,62.0,64.0,62.0,50.0,51.0,39.0,55.0,47.0,71.0,64.0,,62.0,64.0,62.0,50.0,51.0,47.0,55.0,47.0,71.0,64.0,,57.3,71,50.8,56.5,17,1.7,5.7,8.380532998,10,1,0.9090909090909091,6.5,5.700000000000003,0.7999999999999972,1.7,0.10660375057720148,20.200000000000003
Student 139,Female,Repeater,33.0,,,,,,,,,,,33.0,,,,,,,,,,,33.0,,,,,,,,,,,33.0,33,33.0,33.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 140,Male,Repeater,,40.0,,,,,,,,,,,40.0,,,,,,,,,,,40.0,,,,,,,,,,40.0,40,40.0,40.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 141,Male,First Taker,,68.0,54.0,,,,,,,,,,66.0,85.0,,,,,,,,,,68.0,85.0,,,,,,,,,76.5,85,61.0,75.5,5,2.5,14.5,12.02081528,2,1,0.18181818181818182,15.5,14.5,1.0,2.5,0.07680010648304043,24.0
Student 142,Female,First Taker,38.0,,,,,,,,,,,38.0,,,,,,,,,,,38.0,,,,,,,,,,,38.0,38,38.0,38.0,1,1.0,0.0,0.0,1,1,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 143,Female,Repeater,42.0,34.0,,,,,,27.0,36.0,47.0,,42.0,34.0,,,,,,27.0,36.0,47.0,,42.0,34.0,,,,,,27.0,36.0,47.0,,37.2,47,37.2,37.2,5,1.0,0.0,7.661592524,5,0,0.45454545454545453,0.0,0.0,0.0,1.0,0.11545221011368834,9.799999999999997
Student 144,Female,Repeater,52.0,,,,,40.0,,,,,,44.0,,,,,40.0,,,,,,52.0,,,,,40.0,,,,,,46.0,52,46.0,42.0,3,1.5,-4.0,8.485281374,2,1,0.18181818181818182,0.0,-4.0,4.0,1.5,0.10542649823136391,6.0
Student 145,Female,Repeater,33.0,58.0,73.0,46.0,45.0,52.0,59.0,60.0,69.0,,69.0,33.0,60.0,73.0,46.0,45.0,52.0,59.0,60.0,69.0,,69.0,33.0,60.0,73.0,46.0,45.0,52.0,59.0,60.0,69.0,,69.0,56.6,73,56.4,56.6,12,1.2,0.2,12.60687643,10,1,0.9090909090909091,0.20000000000000284,0.20000000000000284,0.0,1.2,0.07349225262274246,16.6
Student 146,Female,Repeater,48.0,63.0,55.0,59.0,53.0,55.0,63.0,72.0,71.0,67.0,63.0,48.0,79.0,70.0,86.0,68.0,55.0,81.0,75.0,71.0,67.0,63.0,48.0,80.0,92.0,86.0,80.0,55.0,81.0,75.0,71.0,67.0,63.0,72.54545455,92,60.81818182,69.36363636,23,2.090909091,8.545454545,13.35188104,11,1,1.0,11.727272730000003,8.545454540000001,3.1818181900000013,2.090909090909091,0.06967727764833814,31.18181818
Student 147,Female,Repeater,43.0,44.0,52.0,82.0,26.0,,,,,,,96.0,44.0,52.0,84.0,26.0,,,,,,,96.0,44.0,52.0,84.0,26.0,,,,,,,60.4,96,49.4,60.4,7,1.4,11.0,28.92749557,5,0,0.45454545454545453,11.0,11.0,0.0,1.4,0.033414088982521566,46.6
Student 148,Male,First Taker,,32.0,31.0,29.0,32.0,28.0,37.0,26.0,,34.0,,,32.0,31.0,32.0,28.0,28.0,23.0,29.0,,34.0,,,32.0,31.0,32.0,32.0,28.0,37.0,29.0,,34.0,,31.875,37,31.125,29.625,13,1.625,-1.5,2.799872446,8,1,0.7272727272727273,0.75,-1.5,2.25,1.625,0.2631667284128621,5.875
Student 149,Female,First Taker,38.0,,,55.0,42.0,,,,59.0,95.0,,38.0,,,55.0,42.0,,,,59.0,95.0,,38.0,,,55.0,42.0,,,,59.0,95.0,,57.8,95,57.8,57.8,5,1.0,0.0,22.55437873,5,1,0.45454545454545453,0.0,0.0,0.0,1.0,0.04245495122001887,37.2
Student 150,Female,Repeater,46.0,37.0,51.0,53.0,54.0,42.0,63.0,60.0,64.0,49.0,66.0,95.0,47.0,92.0,61.0,63.0,42.0,72.0,60.0,64.0,49.0,84.0,95.0,47.0,92.0,61.0,63.0,42.0,72.0,60.0,64.0,49.0,84.0,66.27272727,95,53.18181818,66.27272727,21,1.909090909,13.09090909,17.82184563,11,1,1.0,13.090909090000004,13.090909090000004,0.0,1.9090909090909092,0.05312975250451037,41.81818182
Student 151,Male,First Taker,35.0,54.0,63.0,53.0,49.0,50.0,61.0,64.0,72.0,74.0,,35.0,54.0,63.0,53.0,49.0,50.0,98.0,64.0,72.0,74.0,,35.0,54.0,63.0,53.0,49.0,50.0,98.0,64.0,72.0,74.0,,61.2,98,57.5,61.2,11,1.1,3.7,17.4024264,10,1,0.9090909090909091,3.700000000000003,3.700000000000003,0.0,1.1,0.054340660207721304,40.5
Student 152,Male,First Taker,45.0,64.0,74.0,,41.0,,61.0,67.0,,,61.0,45.0,59.0,74.0,,41.0,,61.0,67.0,,,61.0,45.0,64.0,74.0,,41.0,,61.0,67.0,,,61.0,59.0,74,59.0,58.28571429,8,1.142857143,-0.7142857143,11.8462371,7,1,0.6363636363636364,0.0,-0.7142857099999986,0.7142857099999986,1.1428571428571428,0.07784380688411863,15.0
Student 153,Female,First Taker,,44.0,,62.0,60.0,72.0,,,,,,,44.0,,62.0,60.0,72.0,,,,,,,44.0,,62.0,60.0,72.0,,,,,,59.5,72,59.5,59.5,4,1.0,0.0,11.59022577,4,1,0.36363636363636365,0.0,0.0,0.0,1.0,0.07942669323554155,12.5
Student 154,Male,First Taker,47.0,66.0,70.0,78.0,57.0,45.0,66.0,79.0,80.0,63.0,71.0,47.0,66.0,70.0,78.0,66.0,61.0,66.0,79.0,80.0,63.0,71.0,47.0,66.0,70.0,78.0,66.0,61.0,66.0,79.0,80.0,63.0,71.0,67.90909091,80,65.63636364,67.90909091,13,1.181818182,2.272727273,9.512670976,11,1,1.0,2.2727272700000043,2.2727272700000043,0.0,1.1818181818181819,0.09512330427566498,14.363636360000001
Student 155,Male,First Taker,51.0,57.0,75.0,65.0,71.0,65.0,82.0,80.0,,77.0,,51.0,63.0,83.0,77.0,71.0,65.0,82.0,80.0,,77.0,,51.0,63.0,83.0,77.0,71.0,65.0,82.0,80.0,,77.0,,72.11111111,83,69.22222222,72.11111111,12,1.333333333,2.888888889,10.6471175,9,1,0.8181818181818182,2.88888888999999,2.88888888999999,0.0,1.3333333333333333,0.0858581533156165,13.777777779999994
Student 156,Female,Repeater,75.0,,,,,,,,,,,75.0,,,,,,,,,,,75.0,,,,,,,,,,,75.0,75,75.0,75.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 157,Female,First Taker,70.0,65.0,81.0,80.0,65.0,63.0,88.0,75.0,77.0,71.0,85.0,98.0,98.0,86.0,77.0,67.0,63.0,92.0,77.0,77.0,71.0,85.0,98.0,98.0,86.0,80.0,67.0,63.0,93.0,77.0,77.0,71.0,85.0,81.36363636,98,74.54545455,81.0,24,2.181818182,6.454545455,11.8934665,11,1,1.0,6.818181809999999,6.454545449999998,0.363636360000001,2.1818181818181817,0.07755866120255557,23.454545449999998
Student 158,Male,Repeater,43.0,46.0,65.0,62.0,39.0,55.0,69.0,79.0,68.0,59.0,,85.0,78.0,85.0,80.0,87.0,83.0,89.0,85.0,67.0,67.0,,85.0,96.0,88.0,80.0,87.0,83.0,89.0,85.0,73.0,67.0,,83.3,96,58.5,80.6,52,5.2,22.1,8.287205668,10,1,0.9090909090909091,24.799999999999997,22.099999999999994,2.700000000000003,5.2,0.10767501396524473,37.5
Student 159,Female,Repeater,34.0,43.0,53.0,67.0,58.0,60.0,67.0,70.0,,,,50.0,74.0,90.0,67.0,58.0,60.0,67.0,70.0,,,,50.0,74.0,90.0,67.0,58.0,60.0,67.0,70.0,,,,67.0,90,56.5,67.0,11,1.375,10.5,11.98808933,8,1,0.7272727272727273,10.5,10.5,0.0,1.375,0.07699361889128614,33.5
Student 160,Female,First Taker,67.0,58.0,66.0,68.0,60.0,54.0,75.0,68.0,76.0,66.0,60.0,67.0,83.0,78.0,68.0,64.0,50.0,79.0,73.0,78.0,97.0,60.0,67.0,84.0,82.0,68.0,64.0,58.0,79.0,73.0,78.0,97.0,60.0,73.63636364,97,65.27272727,72.45454545,26,2.363636364,7.181818182,11.70702975,11,1,1.0,8.363636369999995,7.181818179999993,1.1818181900000013,2.3636363636363638,0.07869659705487035,31.727272729999996
Student 161,Female,Repeater,43.0,46.0,59.0,62.0,49.0,43.0,59.0,72.0,62.0,66.0,54.0,78.0,58.0,50.0,95.0,80.0,43.0,52.0,72.0,62.0,66.0,74.0,78.0,92.0,99.0,95.0,80.0,43.0,59.0,72.0,62.0,66.0,74.0,74.54545455,99,55.90909091,66.36363636,26,2.363636364,10.45454545,16.84258672,11,1,1.0,18.63636364,10.454545449999998,8.181818190000001,2.3636363636363638,0.05604568528615227,43.09090909
Student 162,Female,Repeater,46.0,46.0,51.0,,,38.0,,,56.0,54.0,62.0,85.0,70.0,73.0,,,38.0,,,56.0,54.0,62.0,85.0,70.0,73.0,,,38.0,,,56.0,54.0,62.0,62.57142857,85,50.42857143,62.57142857,12,1.714285714,12.14285714,15.20808056,7,0,0.6363636363636364,12.142857140000004,12.142857140000004,0.0,1.7142857142857142,0.06169762028872838,34.57142857
Student 163,Female,First Taker,37.0,,,,,,,,,,,37.0,,,,,,,,,,,37.0,,,,,,,,,,,37.0,37,37.0,37.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 164,Female,Repeater,89.0,,,,,,78.0,,,,,90.0,,,,,,78.0,,,,,90.0,,,,,,78.0,,,,,84.0,90,83.5,84.0,3,1.5,0.5,8.485281374,2,0,0.18181818181818182,0.5,0.5,0.0,1.5,0.10542649823136391,6.5
Student 165,Female,First Taker,36.0,44.0,54.0,75.0,61.0,67.0,,,,,,98.0,96.0,96.0,75.0,61.0,67.0,,,,,,98.0,96.0,96.0,75.0,61.0,67.0,,,,,,82.16666667,98,56.16666667,82.16666667,18,3.0,26.0,16.50959317,6,0,0.5454545454545454,26.0,26.0,0.0,3.0,0.05711154966828964,41.83333333
Student 166,Female,Repeater,51.0,41.0,50.0,36.0,42.0,41.0,61.0,49.0,58.0,,64.0,89.0,41.0,50.0,36.0,42.0,41.0,61.0,49.0,66.0,,64.0,89.0,41.0,50.0,36.0,42.0,41.0,61.0,49.0,66.0,,64.0,53.9,89,49.3,53.9,13,1.3,4.6,16.21007917,10,0,0.9090909090909091,4.600000000000001,4.600000000000001,0.0,1.3,0.05810548517075764,39.7
Student 167,Female,Repeater,40.0,37.0,,,,,,,,,,66.0,37.0,,,,,,,,,,66.0,37.0,,,,,,,,,,51.5,66,38.5,51.5,3,1.5,13.0,20.50609665,2,0,0.18181818181818182,13.0,13.0,0.0,1.5,0.04649844257070239,27.5
Student 168,Female,First Taker,33.0,,,,,,,,,,,33.0,,,,,,,,,,,33.0,,,,,,,,,,,33.0,33,33.0,33.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 169,Female,First Taker,52.0,58.0,76.0,65.0,65.0,67.0,70.0,78.0,84.0,68.0,80.0,52.0,58.0,76.0,65.0,65.0,67.0,70.0,78.0,84.0,68.0,80.0,52.0,58.0,76.0,65.0,65.0,67.0,70.0,78.0,84.0,68.0,80.0,69.36363636,84,69.36363636,69.36363636,12,1.090909091,0.0,9.60492298,11,1,1.0,0.0,0.0,0.0,1.0909090909090908,0.09429582863410857,14.636363639999999
Student 170,Female,Repeater,40.0,58.0,74.0,,,,58.0,,,,47.0,40.0,77.0,74.0,,,,58.0,,,,47.0,40.0,77.0,74.0,,,,58.0,,,,47.0,59.2,77,55.4,59.2,7,1.4,3.8,16.23884232,5,1,0.45454545454545453,3.8000000000000043,3.8000000000000043,0.0,1.4,0.05800853569150808,21.6
Student 171,Male,First Taker,39.0,64.0,75.0,,,58.0,,74.0,80.0,72.0,65.0,39.0,64.0,75.0,,,58.0,,74.0,80.0,72.0,65.0,39.0,64.0,75.0,,,58.0,,74.0,80.0,72.0,65.0,65.875,80,65.875,65.875,8,1.0,0.0,12.95528023,8,1,0.7272727272727273,0.0,0.0,0.0,1.0,0.07165746466704954,14.125
Student 172,Male,First Taker,,66.0,69.0,51.0,64.0,,,81.0,77.0,,,,90.0,69.0,51.0,67.0,,,87.0,77.0,,,,90.0,69.0,51.0,77.0,,,87.0,77.0,,,75.16666667,90,68.0,73.5,10,1.666666667,5.5,14.0629537,6,1,0.5454545454545454,7.166666669999998,5.5,1.666666669999998,1.6666666666666667,0.06638804180882532,22.0
Student 173,Male,Repeater,69.0,52.0,,,,,,,,,,69.0,59.0,,,,,,,,,,69.0,59.0,,,,,,,,,,64.0,69,60.5,64.0,4,2.0,3.5,7.071067812,2,1,0.18181818181818182,3.5,3.5,0.0,2.0,0.12389934309723033,8.5
Student 174,Male,First Taker,60.0,77.0,79.0,,,,89.0,75.0,,,77.0,84.0,88.0,79.0,,,,89.0,77.0,,,77.0,84.0,88.0,79.0,,,,89.0,77.0,,,77.0,82.33333333,89,76.16666667,82.33333333,9,1.5,6.166666667,5.428320796,6,1,0.5454545454545454,6.166666660000004,6.166666660000004,0.0,1.5,0.15556162048139327,12.833333330000002
Student 175,,Repeater,34.0,37.0,,,,,,,,,,34.0,37.0,,,,,,,,,,34.0,37.0,,,,,,,,,,35.5,37,35.5,35.5,2,1.0,0.0,2.121320344,2,0,0.18181818181818182,0.0,0.0,0.0,1.0,0.3203772409718418,1.5
Student 176,Male,Repeater,38.0,47.0,62.0,59.0,58.0,51.0,73.0,73.0,69.0,70.0,62.0,38.0,61.0,70.0,59.0,63.0,52.0,73.0,71.0,69.0,77.0,62.0,38.0,61.0,70.0,59.0,63.0,52.0,73.0,73.0,69.0,77.0,62.0,63.36363636,77,60.18181818,63.18181818,18,1.636363636,3.0,11.16488,11,1,1.0,3.1818181800000005,3.0,0.1818181800000005,1.6363636363636365,0.08220385240133894,16.81818182
Student 177,Female,First Taker,43.0,51.0,60.0,56.0,46.0,43.0,68.0,,68.0,,68.0,27.0,74.0,66.0,56.0,55.0,43.0,83.0,,95.0,,68.0,43.0,96.0,66.0,56.0,55.0,43.0,93.0,,95.0,,68.0,68.33333333,96,55.88888889,63.0,22,2.444444444,7.111111111,21.51743479,9,1,0.8181818181818182,12.444444440000005,7.111111110000003,5.333333330000002,2.4444444444444446,0.04441003201857169,40.11111111
Student 178,Male,First Taker,26.0,39.0,67.0,58.0,53.0,,62.0,,71.0,,,26.0,60.0,67.0,58.0,53.0,,64.0,,71.0,,,26.0,60.0,67.0,58.0,53.0,,64.0,,71.0,,,57.0,71,53.71428571,57.0,9,1.285714286,3.285714286,14.89966443,7,1,0.6363636363636364,3.2857142900000014,3.2857142900000014,0.0,1.2857142857142858,0.0628944091494892,17.28571429
Student 179,Male,First Taker,53.0,,,25.0,,,,27.0,31.0,17.0,,53.0,,,26.0,,,,32.0,31.0,17.0,,53.0,,,26.0,,,,32.0,31.0,17.0,,31.8,53,30.6,31.8,7,1.4,1.2,13.25518766,5,1,0.45454545454545453,1.1999999999999993,1.1999999999999993,0.0,1.4,0.07014990078355797,22.4
Student 180,Female,First Taker,51.0,62.0,77.0,72.0,71.0,61.0,86.0,80.0,77.0,77.0,86.0,51.0,69.0,77.0,72.0,71.0,61.0,86.0,80.0,77.0,77.0,86.0,51.0,90.0,77.0,72.0,71.0,61.0,86.0,80.0,77.0,77.0,86.0,75.27272727,90,72.72727273,73.36363636,13,1.181818182,0.6363636364,11.40255155,11,1,1.0,2.5454545400000086,0.6363636300000053,1.9090909100000033,1.1818181818181819,0.08062857033639985,17.272727270000004
Student 181,Female,First Taker,41.0,55.0,76.0,69.0,57.0,60.0,71.0,74.0,67.0,70.0,,66.0,76.0,81.0,70.0,74.0,65.0,85.0,72.0,82.0,79.0,,66.0,91.0,81.0,70.0,74.0,65.0,85.0,74.0,98.0,79.0,,78.3,98,64.0,75.0,25,2.5,11.0,10.72950242,10,1,0.9090909090909091,14.299999999999997,11.0,3.299999999999997,2.5,0.08525510837483591,34.0
Student 182,Female,First Taker,62.0,56.0,71.0,85.0,66.0,65.0,73.0,83.0,81.0,,86.0,80.0,99.0,98.0,85.0,82.0,54.0,75.0,83.0,81.0,,86.0,80.0,99.0,98.0,85.0,82.0,65.0,75.0,83.0,81.0,,86.0,83.4,99,72.8,82.3,29,2.9,9.5,9.968840343,10,1,0.9090909090909091,10.600000000000009,9.5,1.1000000000000085,2.9,0.0911673402775136,26.200000000000003
Student 183,Female,First Taker,53.0,55.0,62.0,66.0,64.0,44.0,64.0,66.0,68.0,60.0,,61.0,67.0,82.0,84.0,89.0,95.0,88.0,75.0,74.0,45.0,,61.0,67.0,96.0,95.0,89.0,95.0,90.0,79.0,74.0,60.0,,80.6,96,60.2,76.0,36,3.6,15.8,14.33875866,10,1,0.9090909090909091,20.39999999999999,15.799999999999997,4.599999999999994,3.6,0.06519432388018288,35.8
Student 184,Female,First Taker,28.0,79.0,79.0,80.0,71.0,58.0,91.0,74.0,80.0,75.0,86.0,76.0,79.0,79.0,80.0,78.0,67.0,91.0,74.0,80.0,75.0,86.0,76.0,79.0,79.0,80.0,78.0,67.0,91.0,74.0,80.0,75.0,86.0,78.63636364,91,72.81818182,78.63636364,15,1.363636364,5.818181818,6.233341436,11,1,1.0,5.818181819999992,5.818181819999992,0.0,1.3636363636363635,0.13824869306224744,18.181818179999993
Student 185,Female,Repeater,42.0,52.0,,,,,,54.0,,76.0,,74.0,52.0,,,,,,54.0,,76.0,,74.0,52.0,,,,,,54.0,,76.0,,64.0,76,56.0,64.0,5,1.25,8.0,12.75408431,4,1,0.36363636363636365,8.0,8.0,0.0,1.25,0.07270567618034326,20.0
Student 186,Female,First Taker,45.0,39.0,53.0,42.0,,46.0,49.0,53.0,62.0,65.0,,49.0,49.0,53.0,42.0,,46.0,49.0,53.0,62.0,65.0,,49.0,49.0,53.0,42.0,,46.0,49.0,53.0,62.0,65.0,,52.0,65,50.44444444,52.0,12,1.333333333,1.555555556,7.365459931,9,1,0.8181818181818182,1.555555560000002,1.555555560000002,0.0,1.3333333333333333,0.11953915364465333,14.555555560000002
Student 187,Female,First Taker,46.0,45.0,53.0,51.0,51.0,50.0,60.0,58.0,64.0,71.0,62.0,46.0,60.0,76.0,68.0,87.0,57.0,72.0,66.0,85.0,87.0,62.0,46.0,60.0,76.0,68.0,87.0,57.0,72.0,66.0,85.0,87.0,62.0,69.63636364,87,55.54545455,69.63636364,22,2.0,14.09090909,13.30618448,11,1,1.0,14.090909089999997,14.090909089999997,0.0,2.0,0.06989983956924341,31.454545449999998
Student 188,Female,First Taker,51.0,68.0,76.0,64.0,64.0,57.0,85.0,69.0,72.0,73.0,81.0,79.0,68.0,76.0,76.0,64.0,64.0,88.0,69.0,72.0,73.0,81.0,79.0,68.0,76.0,76.0,64.0,64.0,88.0,69.0,72.0,73.0,81.0,73.63636364,88,69.09090909,73.63636364,16,1.454545455,4.545454545,7.36576849,11,1,1.0,4.545454550000002,4.545454550000002,0.0,1.4545454545454546,0.11953474461973784,18.909090910000003
Student 189,Female,First Taker,29.0,49.0,55.0,46.0,52.0,48.0,47.0,58.0,70.0,65.0,,29.0,49.0,60.0,52.0,60.0,51.0,66.0,67.0,70.0,65.0,,29.0,49.0,60.0,52.0,60.0,62.0,66.0,67.0,70.0,65.0,,58.0,70,51.9,56.9,19,1.9,5.0,12.11060142,10,1,0.9090909090909091,6.100000000000001,5.0,1.1000000000000014,1.9,0.07627415157892886,18.1
Student 190,Female,Repeater,48.0,46.0,65.0,,,,55.0,53.0,,,,80.0,46.0,65.0,,,,55.0,53.0,,,,80.0,46.0,65.0,,,,55.0,53.0,,,,59.8,80,53.4,59.8,6,1.2,6.4,13.17952958,5,0,0.45454545454545453,6.399999999999999,6.399999999999999,0.0,1.2,0.07052420141007244,26.6
Student 191,Female,Repeater,35.0,40.0,66.0,38.0,36.0,48.0,44.0,55.0,68.0,51.0,,86.0,52.0,56.0,59.0,36.0,48.0,44.0,62.0,69.0,51.0,,86.0,52.0,66.0,59.0,36.0,48.0,44.0,62.0,69.0,51.0,,57.3,86,48.1,56.3,18,1.8,8.2,14.32208861,10,1,0.9090909090909091,9.199999999999996,8.199999999999996,1.0,1.8,0.06526525367744887,37.9
Student 192,Female,Repeater,63.0,54.0,72.0,45.0,49.0,65.0,76.0,76.0,66.0,78.0,,39.0,48.0,66.0,45.0,54.0,45.0,59.0,51.0,66.0,78.0,,98.0,77.0,72.0,45.0,54.0,65.0,76.0,76.0,66.0,78.0,,70.7,98,64.4,55.1,22,2.2,-9.3,14.49176011,10,1,0.9090909090909091,6.299999999999997,-9.300000000000004,15.600000000000001,2.2,0.06455044442332254,33.599999999999994
Student 193,Female,Repeater,48.0,52.0,57.0,65.0,51.0,47.0,62.0,69.0,66.0,69.0,75.0,99.0,70.0,71.0,66.0,60.0,61.0,82.0,76.0,66.0,69.0,75.0,99.0,94.0,97.0,97.0,96.0,86.0,98.0,76.0,66.0,69.0,75.0,86.63636364,99,60.09090909,72.27272727,26,2.363636364,12.18181818,12.74576579,11,1,1.0,26.545454550000002,12.181818180000008,14.363636369999995,2.3636363636363638,0.07274967544751103,38.90909091
Student 194,Male,Repeater,46.0,50.0,67.0,43.0,57.0,53.0,53.0,68.0,64.0,63.0,,45.0,57.0,67.0,61.0,57.0,53.0,53.0,67.0,64.0,63.0,,46.0,57.0,67.0,61.0,57.0,53.0,53.0,68.0,64.0,63.0,,58.9,68,56.4,58.7,16,1.6,2.3,6.983313445,10,1,0.9090909090909091,2.5,2.3000000000000043,0.19999999999999574,1.6,0.12526127238888587,11.600000000000001
Student 195,Female,Repeater,31.0,48.0,51.0,40.0,44.0,40.0,63.0,55.0,69.0,54.0,62.0,80.0,80.0,83.0,77.0,44.0,74.0,90.0,73.0,87.0,75.0,65.0,87.0,80.0,83.0,77.0,44.0,74.0,90.0,73.0,87.0,75.0,65.0,75.90909091,90,50.63636364,75.27272727,23,2.090909091,24.63636364,12.89538325,11,1,1.0,25.272727270000004,24.636363630000005,0.636363639999999,2.090909090909091,0.07196634896702112,39.36363636
Student 196,Female,Repeater,34.0,54.0,66.0,61.0,57.0,55.0,49.0,64.0,74.0,69.0,,81.0,54.0,66.0,61.0,57.0,55.0,49.0,88.0,74.0,69.0,,81.0,54.0,66.0,61.0,57.0,55.0,49.0,88.0,74.0,69.0,,65.4,88,58.3,65.4,13,1.3,7.1,12.6420814,10,1,0.9090909090909091,7.1000000000000085,7.1000000000000085,0.0,1.3,0.0733025973587872,29.700000000000003
Student 197,Female,First Taker,57.0,66.0,74.0,59.0,59.0,67.0,72.0,76.0,69.0,70.0,,83.0,78.0,89.0,65.0,64.0,71.0,76.0,84.0,71.0,79.0,,83.0,93.0,89.0,76.0,80.0,71.0,76.0,84.0,78.0,79.0,,80.9,93,66.9,76.0,37,3.7,9.1,6.539622823,10,1,0.9090909090909091,14.0,9.099999999999994,4.900000000000006,3.7,0.1326326294399568,26.099999999999994
Student 198,Male,First Taker,53.0,62.0,81.0,63.0,60.0,67.0,78.0,76.0,80.0,75.0,83.0,29.0,62.0,81.0,63.0,60.0,67.0,78.0,76.0,80.0,75.0,83.0,53.0,62.0,81.0,63.0,60.0,67.0,78.0,76.0,80.0,75.0,83.0,70.72727273,83,70.72727273,68.54545455,12,1.090909091,-2.181818182,10.10040503,11,1,1.0,0.0,-2.1818181799999934,2.1818181799999934,1.0909090909090908,0.09008680289569579,12.272727270000004
Student 199,Female,First Taker,53.0,68.0,75.0,65.0,72.0,57.0,77.0,79.0,77.0,72.0,88.0,81.0,93.0,75.0,84.0,72.0,57.0,77.0,79.0,99.0,72.0,100.0,81.0,93.0,75.0,84.0,72.0,57.0,77.0,79.0,99.0,72.0,100.0,80.81818182,100,71.18181818,80.81818182,17,1.545454545,9.636363636,12.77355222,11,1,1.0,9.636363640000013,9.636363640000013,0.0,1.5454545454545454,0.07260291201771042,28.818181820000007
Student 200,Female,First Taker,40.0,18.0,28.0,32.0,29.0,31.0,24.0,20.0,46.0,29.0,29.0,27.0,99.0,28.0,32.0,29.0,31.0,89.0,20.0,46.0,29.0,29.0,40.0,99.0,28.0,32.0,29.0,31.0,100.0,20.0,46.0,29.0,29.0,43.90909091,100,29.63636364,41.72727273,16,1.454545455,12.09090909,28.28587826,11,1,1.0,14.272727270000004,12.090909090000004,2.1818181800000005,1.4545454545454546,0.03414615027495508,70.36363636
Student 201,Female,First Taker,71.0,48.0,56.0,54.0,51.0,44.0,52.0,86.0,72.0,71.0,,71.0,71.0,83.0,54.0,66.0,64.0,52.0,60.0,72.0,71.0,,71.0,94.0,83.0,54.0,66.0,64.0,52.0,86.0,72.0,71.0,,71.3,94,60.5,66.4,16,1.6,5.9,13.42510087,10,1,0.9090909090909091,10.799999999999997,5.900000000000006,4.8999999999999915,1.6,0.0693236053606882,33.5
Student 202,Female,First Taker,29.0,78.0,47.0,66.0,34.0,39.0,46.0,52.0,59.0,59.0,,29.0,78.0,47.0,66.0,34.0,39.0,46.0,50.0,59.0,59.0,,29.0,78.0,47.0,66.0,34.0,39.0,46.0,52.0,59.0,59.0,,50.9,78,50.9,50.7,11,1.1,-0.2,15.05877374,10,1,0.9090909090909091,0.0,-0.19999999999999574,0.19999999999999574,1.1,0.06227125533932581,27.1
Student 203,Female,First Taker,46.0,59.0,68.0,68.0,75.0,54.0,73.0,,75.0,,74.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,,75.0,,74.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,,75.0,,74.0,94.22222222,100,65.77777778,94.22222222,20,2.222222222,28.44444444,11.18903233,9,1,0.8181818181818182,28.444444440000012,28.444444440000012,0.0,2.2222222222222223,0.08204096706994295,34.222222220000006
